country,country_code,year_week,age_group,new_cases,population,rate_14_day_per_100k,source
Latvia,LV,2020-35,15-24yr,11,176004,6.8,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-36,15-24yr,4,176004,8.5,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-37,15-24yr,12,176004,9.1,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-38,15-24yr,4,176004,9.1,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-39,15-24yr,13,176004,9.7,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-40,15-24yr,73,176004,48.9,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-41,15-24yr,74,176004,83.5,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-42,15-24yr,105,176004,101.7,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-43,15-24yr,230,176004,190.3,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-44,15-24yr,186,176004,236.4,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-45,15-24yr,222,176004,231.8,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-46,15-24yr,204,176004,242,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-47,15-24yr,197,176004,227.8,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-48,15-24yr,281,176004,271.6,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-49,15-24yr,263,176004,309.1,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-50,15-24yr,306,176004,323.3,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-51,15-24yr,324,176004,357.9,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-52,15-24yr,362,176004,389.8,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-53,15-24yr,481,176004,479,"TESSy COVID-19, national weekly data"
Latvia,LV,2021-01,15-24yr,663,176004,650,"TESSy COVID-19, national weekly data"
Latvia,LV,2021-02,15-24yr,491,176004,655.7,"TESSy COVID-19, national weekly data"
Latvia,LV,2021-03,15-24yr,372,176004,490.3,"TESSy COVID-19, national weekly data"
Latvia,LV,2021-04,15-24yr,401,176004,439.2,"TESSy COVID-19, national weekly data"
Latvia,LV,2021-05,15-24yr,485,176004,503.4,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-10,25-49yr,1,649499,,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-11,25-49yr,19,649499,,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-12,25-49yr,77,649499,14.8,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-13,25-49yr,124,649499,30.9,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-14,25-49yr,75,649499,30.6,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-15,25-49yr,52,649499,19.6,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-16,25-49yr,19,649499,10.9,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-17,25-49yr,27,649499,7.1,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-18,25-49yr,35,649499,9.5,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-19,25-49yr,21,649499,8.6,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-20,25-49yr,19,649499,6.2,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-21,25-49yr,15,649499,5.2,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-22,25-49yr,6,649499,3.2,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-23,25-49yr,12,649499,2.8,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-24,25-49yr,8,649499,3.1,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-25,25-49yr,4,649499,1.8,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-26,25-49yr,3,649499,1.1,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-27,25-49yr,5,649499,1.2,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-28,25-49yr,30,649499,5.4,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-29,25-49yr,12,649499,6.5,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-30,25-49yr,10,649499,3.4,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-31,25-49yr,6,649499,2.5,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-32,25-49yr,13,649499,2.9,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-33,25-49yr,14,649499,4.2,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-34,25-49yr,8,649499,3.4,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-35,25-49yr,22,649499,4.6,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-36,25-49yr,16,649499,5.9,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-37,25-49yr,17,649499,5.1,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-38,25-49yr,28,649499,6.9,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-39,25-49yr,63,649499,14,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-40,25-49yr,152,649499,33.1,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-41,25-49yr,204,649499,54.8,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-42,25-49yr,282,649499,74.8,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-43,25-49yr,492,649499,119.2,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-44,25-49yr,658,649499,177.1,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-45,25-49yr,775,649499,220.6,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-46,25-49yr,1016,649499,275.8,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-47,25-49yr,1112,649499,327.6,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-48,25-49yr,1656,649499,426.2,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-49,25-49yr,1631,649499,506.1,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-50,25-49yr,1730,649499,517.5,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-51,25-49yr,2114,649499,591.8,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-52,25-49yr,2221,649499,667.4,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-53,25-49yr,2520,649499,729.9,"TESSy COVID-19, national weekly data"
Latvia,LV,2021-01,25-49yr,2877,649499,830.9,"TESSy COVID-19, national weekly data"
Latvia,LV,2021-02,25-49yr,2495,649499,827.1,"TESSy COVID-19, national weekly data"
Latvia,LV,2021-03,25-49yr,2147,649499,714.7,"TESSy COVID-19, national weekly data"
Latvia,LV,2021-04,25-49yr,2121,649499,657.1,"TESSy COVID-19, national weekly data"
Latvia,LV,2021-05,25-49yr,2265,649499,675.3,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-10,50-64yr,2,400406,,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-11,50-64yr,6,400406,,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-12,50-64yr,9,400406,3.7,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-13,50-64yr,37,400406,11.5,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-14,50-64yr,67,400406,26,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-15,50-64yr,22,400406,22.2,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-16,50-64yr,33,400406,13.7,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-17,50-64yr,23,400406,14,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-18,50-64yr,15,400406,9.5,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-19,50-64yr,18,400406,8.2,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-20,50-64yr,12,400406,7.5,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-21,50-64yr,7,400406,4.7,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-22,50-64yr,4,400406,2.7,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-23,50-64yr,3,400406,1.7,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-24,50-64yr,0,400406,0.7,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-25,50-64yr,7,400406,1.7,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-26,50-64yr,1,400406,2,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-27,50-64yr,2,400406,0.7,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-28,50-64yr,5,400406,1.7,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-29,50-64yr,3,400406,2,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-30,50-64yr,3,400406,1.5,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-31,50-64yr,10,400406,3.2,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-32,50-64yr,9,400406,4.7,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-33,50-64yr,4,400406,3.2,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-34,50-64yr,4,400406,2,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-35,50-64yr,8,400406,3,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-36,50-64yr,10,400406,4.5,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-37,50-64yr,13,400406,5.7,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-38,50-64yr,12,400406,6.2,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-39,50-64yr,43,400406,13.7,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-40,50-64yr,85,400406,32,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-41,50-64yr,172,400406,64.2,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-42,50-64yr,148,400406,79.9,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-43,50-64yr,272,400406,104.9,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-44,50-64yr,340,400406,152.8,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-45,50-64yr,489,400406,207,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-46,50-64yr,644,400406,283,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-47,50-64yr,714,400406,339.2,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-48,50-64yr,1050,400406,440.6,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-49,50-64yr,1276,400406,580.9,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-50,50-64yr,1206,400406,619.9,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-51,50-64yr,1537,400406,685.1,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-52,50-64yr,1594,400406,782,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-53,50-64yr,1703,400406,823.4,"TESSy COVID-19, national weekly data"
Latvia,LV,2021-01,50-64yr,1979,400406,919.6,"TESSy COVID-19, national weekly data"
Latvia,LV,2021-02,50-64yr,1637,400406,903.1,"TESSy COVID-19, national weekly data"
Latvia,LV,2021-03,50-64yr,1537,400406,792.7,"TESSy COVID-19, national weekly data"
Latvia,LV,2021-04,50-64yr,1452,400406,746.5,"TESSy COVID-19, national weekly data"
Latvia,LV,2021-05,50-64yr,1423,400406,718,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-10,65-79yr,0,281466,,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-11,65-79yr,0,281466,,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-12,65-79yr,3,281466,1.1,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-13,65-79yr,11,281466,5,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-14,65-79yr,21,281466,11.4,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-15,65-79yr,22,281466,15.3,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-16,65-79yr,14,281466,12.8,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-17,65-79yr,15,281466,10.3,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-18,65-79yr,9,281466,8.5,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-19,65-79yr,5,281466,5,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-20,65-79yr,20,281466,8.9,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-21,65-79yr,4,281466,8.5,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-22,65-79yr,3,281466,2.5,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-23,65-79yr,5,281466,2.8,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-24,65-79yr,1,281466,2.1,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-25,65-79yr,0,281466,0.4,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-26,65-79yr,0,281466,0,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-27,65-79yr,1,281466,0.4,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-28,65-79yr,1,281466,0.7,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-29,65-79yr,3,281466,1.4,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-30,65-79yr,7,281466,3.6,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-31,65-79yr,2,281466,3.2,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-32,65-79yr,5,281466,2.5,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-33,65-79yr,3,281466,2.8,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-34,65-79yr,1,281466,1.4,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-35,65-79yr,4,281466,1.8,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-36,65-79yr,3,281466,2.5,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-37,65-79yr,2,281466,1.8,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-38,65-79yr,2,281466,1.4,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-39,65-79yr,13,281466,5.3,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-40,65-79yr,43,281466,19.9,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-41,65-79yr,64,281466,38,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-42,65-79yr,59,281466,43.7,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-43,65-79yr,88,281466,52.2,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-44,65-79yr,145,281466,82.8,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-45,65-79yr,235,281466,135,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-46,65-79yr,273,281466,180.5,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-47,65-79yr,268,281466,192.2,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-48,65-79yr,470,281466,262.2,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-49,65-79yr,631,281466,391.2,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-50,65-79yr,626,281466,446.6,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-51,65-79yr,746,281466,487.4,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-52,65-79yr,677,281466,505.6,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-53,65-79yr,828,281466,534.7,"TESSy COVID-19, national weekly data"
Latvia,LV,2021-01,65-79yr,883,281466,607.9,"TESSy COVID-19, national weekly data"
Latvia,LV,2021-02,65-79yr,821,281466,605.4,"TESSy COVID-19, national weekly data"
Latvia,LV,2021-03,65-79yr,737,281466,553.5,"TESSy COVID-19, national weekly data"
Latvia,LV,2021-04,65-79yr,657,281466,495.3,"TESSy COVID-19, national weekly data"
Latvia,LV,2021-05,65-79yr,705,281466,483.9,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-10,80+yr,0,107513,,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-11,80+yr,0,107513,,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-12,80+yr,0,107513,0,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-13,80+yr,2,107513,1.9,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-14,80+yr,6,107513,7.4,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-15,80+yr,8,107513,13,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-16,80+yr,4,107513,11.2,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-17,80+yr,3,107513,6.5,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-18,80+yr,6,107513,8.4,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-19,80+yr,10,107513,14.9,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-20,80+yr,14,107513,22.3,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-21,80+yr,10,107513,22.3,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-22,80+yr,2,107513,11.2,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-23,80+yr,0,107513,1.9,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-24,80+yr,0,107513,0,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-25,80+yr,0,107513,0,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-26,80+yr,1,107513,0.9,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-27,80+yr,0,107513,0.9,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-28,80+yr,0,107513,0,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-29,80+yr,1,107513,0.9,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-30,80+yr,0,107513,0.9,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-31,80+yr,1,107513,0.9,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-32,80+yr,2,107513,2.8,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-33,80+yr,2,107513,3.7,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-34,80+yr,0,107513,1.9,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-35,80+yr,1,107513,0.9,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-36,80+yr,0,107513,0.9,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-37,80+yr,1,107513,0.9,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-38,80+yr,1,107513,1.9,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-39,80+yr,3,107513,3.7,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-40,80+yr,4,107513,6.5,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-41,80+yr,12,107513,14.9,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-42,80+yr,16,107513,26,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-43,80+yr,41,107513,53,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-44,80+yr,52,107513,86.5,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-45,80+yr,127,107513,166.5,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-46,80+yr,114,107513,224.2,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-47,80+yr,108,107513,206.5,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-48,80+yr,173,107513,261.4,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-49,80+yr,312,107513,451.1,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-50,80+yr,311,107513,579.5,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-51,80+yr,362,107513,626,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-52,80+yr,318,107513,632.5,"TESSy COVID-19, national weekly data"
Latvia,LV,2020-53,80+yr,424,107513,690.1,"TESSy COVID-19, national weekly data"
Latvia,LV,2021-01,80+yr,431,107513,795.3,"TESSy COVID-19, national weekly data"
Latvia,LV,2021-02,80+yr,415,107513,786.9,"TESSy COVID-19, national weekly data"
Latvia,LV,2021-03,80+yr,321,107513,684.6,"TESSy COVID-19, national weekly data"
Latvia,LV,2021-04,80+yr,315,107513,591.6,"TESSy COVID-19, national weekly data"
Latvia,LV,2021-05,80+yr,330,107513,599.9,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-09,<15yr,0,421857,,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-11,<15yr,0,421857,0,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-12,<15yr,4,421857,0.9,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-13,<15yr,3,421857,1.7,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-14,<15yr,8,421857,2.6,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-15,<15yr,5,421857,3.1,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-16,<15yr,3,421857,1.9,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-17,<15yr,0,421857,0.7,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-18,<15yr,0,421857,0,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-19,<15yr,0,421857,0,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-20,<15yr,0,421857,0,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-21,<15yr,0,421857,0,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-22,<15yr,5,421857,1.2,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-23,<15yr,0,421857,1.2,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-24,<15yr,6,421857,1.4,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-25,<15yr,0,421857,1.4,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-26,<15yr,3,421857,0.7,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-27,<15yr,0,421857,0.7,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-28,<15yr,0,421857,0,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-29,<15yr,4,421857,0.9,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-30,<15yr,2,421857,1.4,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-31,<15yr,11,421857,3.1,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-32,<15yr,12,421857,5.5,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-33,<15yr,14,421857,6.2,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-34,<15yr,20,421857,8.1,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-35,<15yr,10,421857,7.1,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-36,<15yr,9,421857,4.5,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-37,<15yr,22,421857,7.3,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-38,<15yr,28,421857,11.9,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-39,<15yr,43,421857,16.8,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-42,<15yr,95,421857,22.5,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-43,<15yr,260,421857,84.2,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-44,<15yr,313,421857,135.8,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-45,<15yr,340,421857,154.8,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-46,<15yr,431,421857,182.8,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-47,<15yr,540,421857,230.2,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-48,<15yr,642,421857,280.2,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-49,<15yr,735,421857,326.4,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-50,<15yr,884,421857,383.8,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-51,<15yr,817,421857,403.2,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-52,<15yr,720,421857,364.3,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-53,<15yr,540,421857,298.7,"TESSy COVID-19, national weekly data"
Lithuania,LT,2021-01,<15yr,472,421857,239.9,"TESSy COVID-19, national weekly data"
Lithuania,LT,2021-02,<15yr,280,421857,178.3,"TESSy COVID-19, national weekly data"
Lithuania,LT,2021-03,<15yr,347,421857,148.6,"TESSy COVID-19, national weekly data"
Lithuania,LT,2021-04,<15yr,269,421857,146,"TESSy COVID-19, national weekly data"
Lithuania,LT,2021-05,<15yr,175,421857,105.2,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-09,15-24yr,0,294428,,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-11,15-24yr,3,294428,1,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-12,15-24yr,19,294428,7.5,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-13,15-24yr,28,294428,16,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-14,15-24yr,38,294428,22.4,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-15,15-24yr,21,294428,20,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-16,15-24yr,10,294428,10.5,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-17,15-24yr,14,294428,8.2,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-18,15-24yr,2,294428,5.4,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-19,15-24yr,1,294428,1,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-20,15-24yr,4,294428,1.7,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-21,15-24yr,3,294428,2.4,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-22,15-24yr,3,294428,2,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-23,15-24yr,8,294428,3.7,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-24,15-24yr,1,294428,3.1,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-25,15-24yr,3,294428,1.4,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-26,15-24yr,0,294428,1,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-27,15-24yr,1,294428,0.3,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-28,15-24yr,0,294428,0.3,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-29,15-24yr,3,294428,1,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-30,15-24yr,3,294428,2,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-31,15-24yr,6,294428,3.1,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-32,15-24yr,25,294428,10.5,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-33,15-24yr,26,294428,17.3,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-34,15-24yr,38,294428,21.7,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-35,15-24yr,33,294428,24.1,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-36,15-24yr,28,294428,20.7,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-37,15-24yr,32,294428,20.4,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-38,15-24yr,57,294428,30.2,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-39,15-24yr,65,294428,41.4,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-42,15-24yr,138,294428,46.9,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-43,15-24yr,346,294428,164.4,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-44,15-24yr,612,294428,325.4,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-45,15-24yr,775,294428,471.1,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-46,15-24yr,978,294428,595.4,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-47,15-24yr,926,294428,646.7,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-48,15-24yr,1068,294428,677.2,"TESSy COVID-19, national weekly data"
Lithuania,LT,2020-49,15-24yr,1127,294428,745.5,"TESSy COVID-19, national weekly data"
